fname,sentence,I-ORG
pr1343_29,11,Ham
pr1343_29,18,Ham
pr1344_29,30,Ham
pr1354_29,33,ak
pr1354_29,37,ak
pr1354_29,41,ak
pr1355_29,0,Nephew
pr1355_29,7,Nephew
pr1364_29,13,P3
pr1368_29,11,Himmel
pr1368_29,15,Ham
pr1371_29,14,Ham
pr1371_29,36,Ham
pr1375_29,4,katolske
pr1388_29,39,ak
pr1393_29,59,Gestapo
pr1401_29,57,brugsen
pr1405_29,4,Folkekirkens
pr1406_29,24,HC
pr1406_29,52,HC
pr1408_29,35,hollandske
pr1410_29,56,Ham
pr1415_29,16,DR
pr1416_29,0,Politiken
pr1416_29,12,Ham
pr1419_29,25,hvedekorn
pr1421_29,2,SKAT
pr1424_29,2,brugsen
pr1427_29,27,Ham
pr1430_29,20,Kraft
pr1438_29,40,Ham
pr1441_29,5,Lysets
pr1442_29,22,bandidos
pr1442_29,28,toldbod
pr1443_29,16,strø
pr1458_29,25,Ham
pr1470_29,12,bjergby
pr1470_29,32,bjergby
pr1471_29,4,"Århus, universitet"
pr1471_29,15,lokalavisen
pr1471_29,18,lokalavisen
pr1471_29,95,Prinsessen
pr1472_29,38,Ham
pr1474_29,14,Ham
pr1474_29,15,Ham
pr1474_29,16,Ham
pr1474_29,23,Ham
pr1475_29,1,brugsen
pr1476_29,3,Syge
pr1487_29,30,Ham
pr1487_29,53,Ham
pr1491_29,44,Ham
pr1501_29,43,Rådet
pr1505_29,13,"Det, Britiske"
pr1507_29,0,"Oslo, Gospel, Choir"
pr1509_29,23,forladelse
pr1509_29,28,Blæsten
pr1509_29,82,Disney
pr1510_29,45,strø
pr1510_29,50,Ham
pr1511_29,1,Ham
pr1513_29,41,DR
pr1515_29,20,Ham
pr1515_29,27,Ham
pr1515_29,28,Ham
pr1516_29,38,Ham
pr1517_29,4,håndboldklubben
pr1518_29,51,tyske
pr1519_29,0,kære
pr1520_29,0,kære
pr1523_29,54,Ham
pr1523_29,54,Ham
pr1523_29,55,Ham
pr1526_29,18,"Universitetet, i"
pr1529_29,35,medarbejderne
pr1535_29,10,Lego
pr1535_29,10,Mærsk
pr1537_29,27,Ham
pr1544_29,18,"Århus, universitet"
pr1545_29,25,hvedekorn
pr1546_30,112,Ham
pr1547_30,11,jødiske
pr1549_30,35,Ham
pr1549_30,51,Ham
pr1557_30,34,Robben
pr1559_30,44,Brugsen
pr1561_30,8,Talent
pr1561_30,13,Talent
pr1564_30,54,Disney
pr1565_30,82,Ham
pr1575_30,6,Ham
pr1575_30,6,Facebook
pr1575_30,45,Facebook
pr1576_30,28,Ham
pr1576_30,28,Ham
pr1577_30,0,Dronningens
pr1578_30,39,Stortinget
pr1579_30,29,fynske
pr1582_30,40,Ham
pr1585_30,48,Testamente
pr1585_30,64,"De, Tres"
pr1589_30,4,Ham
pr1592_30,2,Islamisk
pr1592_30,8,Kristeligt
pr1594_30,24,abba
pr1595_30,35,FN
pr1596_30,16,Ham
pr1597_30,1,Brugsen
pr1597_30,40,Ham
pr1597_30,57,Ham
pr1600_30,0,Facebook
pr1600_30,18,"Æhæh, sla"
pr1600_30,87,Ham
pr1600_30,96,Facebook
pr1600_30,105,Ham
pr1601_30,74,Gospelsangene
pr1602_30,37,Ham
pr1604_30,70,Ham
pr1610_31,29,"Roskilde, Festivalen"
pr1614_31,0,dr2
pr1618_31,41,Medarbejderne
pr1622_31,18,Disney
pr1624_31,9,GT
pr1624_31,17,romerske
pr1626_31,39,"Den, kongelige, Mønt"
pr1633_31,5,Ham
pr1634_31,55,Ham
pr1635_31,15,sydafrikanske
pr1635_31,28,Børnerådet
pr1639_31,44,katolske
pr1650_31,47,tyske
pr1652_31,13,toldbod
pr1655_31,45,Testamente
pr1659_31,47,Omega
pr1664_31,2,Nissebanden
pr1664_31,37,sydafrikanske
pr1677_31,4,Ham
pr1678_31,48,Testamente
pr1681_31,0,dr2
pr1687_26,10,Ham
pr1688_26,126,Ham
pr1694_27,15,Konfirmationen
pr1696_27,45,The
pr1696_27,45,"Pocahontas, State, Park"
pr1700_28,50,Ham
pr1708_30,42,Ham
pr1712_31,4,Ham
pr1714_31,10,Maya
pr1714_31,14,Maya
pr1714_31,24,Maya
pr1722_31,18,Disney
pr1736_31,5,Ham
pr1739_31,52,Ham
pr1750_31,50,Ham
pr1761_31,56,katolske
pr1762_31,49,katolske
pr1767_31,4,Sønderjyske
pr1767_31,75,fodboldlandsholdet
pr1774_31,47,Maya
pr1774_31,48,Maya
pr1774_31,48,Maya
pr1774_31,56,Maya
pr1780_31,34,østrigske
pr1781_31,34,østrigske
pr1786_31,52,Hr
pr1792_31,57,Islamisk
pr1798_31,29,"Roskilde, Festivalen"
pr1815_31,63,Ham
pr1820_31,39,Folkekirkens
pr1822_31,33,GT
pr1823_31,1,Harvard
pr1823_31,16,Ham
pr1830_31,10,Greenpeace
pr1832_31,0,Politiken
pr1833_31,57,forladelse
pr1840_31,2,katolske
pr1840_31,5,katolske
pr1842_31,6,DR
pr1848_31,6,Camel
pr1848_31,6,Kings
pr1854_31,20,katolske
pr1857_31,14,Folkekirkens
pr1857_31,35,Samvirke
pr1863_31,0,Gran
pr1867_31,1,Jyllandsposten
pr1870_31,4,3F
pr1873_32,29,Danmarks
pr1874_32,73,Frelsens
pr1876_32,34,Google
pr1877_32,25,IS
pr1882_32,2,Bilka
pr1884_32,5,Jesus
pr1884_32,6,Jesus
pr1885_32,5,Jesus
pr1885_32,6,Jesus
pr1889_32,43,Københavns
pr1891_32,17,Marienborg
pr1896_32,21,Det
pr1896_32,21,Testamente
pr1897_32,17,Ham
pr1901_32,5,”
pr1901_32,9,”
pr1904_32,1,P4
pr1904_32,2,P1
pr1904_32,5,P3
pr1904_32,5,P1
pr1907_32,15,SE
pr1908_32,0,Testamente
pr1908_32,55,Det
pr1908_32,55,Testamente
pr1908_32,56,Gamle
pr1909_32,11,Prædikerens
pr1911_32,37,"Det, Gamle, Testamente"
pr1912_32,51,Rige
pr1919_32,55,Helles
pr1922_32,55,Helles
pr1923_32,54,"Det, Gamle, Testamente"
pr1928_32,31,Facebook
pr1929_32,32,Facebook
pr1932_32,25,"Gamle, Testamente"
pr1939_32,27,Danmarks
pr1940_32,39,Facebook
pr1941_32,0,Testamente
pr1941_32,55,Det
pr1941_32,55,Testamente
pr1941_32,56,Gamle
pr1942_32,21,Det
pr1942_32,21,Testamente
pr1947_32,9,Disney
pr1947_32,10,Disney
pr1949_32,18,Det
pr1949_32,18,Testamente
pr1950_32,30,"Det, Gamle, Testamente"
pr1951_32,30,Det
pr1951_32,30,Testamente
pr1953_32,9,Det
pr1953_32,9,Testamente
pr1954_32,61,"Gamle, Testamente"
pr1955_32,28,"Det, Gamle, Testamente"
pr1956_32,27,manna
pr1958_32,12,Ham
pr1964_32,50,Ham
pr1966_32,48,DDS
pr1966_32,49,DDS
pr1966_32,50,DDS
pr1966_32,51,DDS
pr1967_32,9,"Det, Gamle"
pr1970_32,75,Danske
pr1976_32,9,Det
pr1976_32,9,Testamente
pr1979_32,56,"Det, Gamle, Testamente"
pr1981_32,1,Weekendavisen
pr1985_32,21,Det
pr1988_32,8,"Århus, Universitet"
pr1988_32,8,Facebook
pr1988_32,9,Facebook
pr1988_32,48,Sierra
pr1990_32,67,Ham
pr1991_32,27,Bilka
pr1991_32,28,Bilka
pr1994_32,9,sportsklubben
pr1996_32,35,Det
pr1996_32,35,Testamente
pr11001_85,31,giro
pr11001_85,63,FDF
pr11004_85,35,"Det, teologiske, Fakultet"
pr11005_85,71,Ham
pr11006_85,1,Indre
pr11010_85,1,"Herning, Folkeblad"
pr11010_85,8,"Herning, Folkeblad"
pr11012_85,25,Testamente
pr11015_85,2,LO
pr11015_85,2,"Ekstra, Bladet"
pr11015_85,21,Iron
pr11016_85,16,Mediehuset
pr11018_85,51,TV
pr11019_85,0,Israels
pr11025_85,23,provsten
pr11029_85,66,ekstrabladet
pr11031_85,4,Emmaus
pr11037_85,15,Brugsen
pr11041_85,20,STASI
pr11041_85,21,STASI
pr11041_85,27,Point
pr11043_85,25,TV
pr11049_85,25,"Kundera, ."
pr11049_85,31,Milan
pr11055_85,1,Suzuki
pr11055_85,40,Rigshospitalet
pr11056_85,3,"Århus, Katedralskole"
pr11061_85,29,evangeliske
pr11062_85,1,Europaparlamentet
pr11062_85,8,EU
pr11062_85,9,EU
pr11062_85,28,"Haderslev, Private"
pr11064_85,3,Statsministeriet
pr11064_85,4,VK
pr11064_85,6,SF
pr11064_85,8,Socialministeriet
pr11065_85,4,argentinske
pr11068_85,7,"Herning, Byråd"
pr11071_85,4,Ham
pr11072_85,47,damerne
pr11073_85,9,Facebook
pr11074_85,58,Ham
pr11076_85,64,U2
pr11077_85,0,radioens
pr11077_85,0,folketingets
pr11077_85,24,"Herning, Folkeblad"
pr11078_85,2,lutherske
pr11079_85,10,Tvind
pr11079_85,18,Tvind
pr11079_85,21,"Fyns, Stiftstidende"
pr11079_85,65,Østjyllands
pr11081_85,3,Telia
pr11083_85,80,Det
pr11084_85,23,evangeliske
pr11085_85,1,Politiken
pr11085_85,59,Fuglsang
pr11087_85,47,Folkekirken
pr11088_85,52,"Amnesty, International"
pr11093_85,65,"Nordea, Bank"
pr11093_85,66,Schaumburg
pr11095_85,1,Giro
pr11095_85,29,Bethesda
pr11095_85,41,Bethesda
pr11095_85,56,Bethesda
pr11096_85,11,Østre
pr11097_85,8,Det
pr11098_85,55,Folkekirkens
pr11105_85,7,"Etisk, Råd"
pr11105_85,8,Råd
pr11105_85,11,"Etisk, Råd"
pr11105_85,51,EF
pr11105_85,62,"Etisk, Råd"
pr11106_85,56,forladelse
pr11107_85,6,Jem
pr11107_85,7,Jem
pr11107_85,18,Folkekirken
pr11107_85,40,forladelse
pr11107_85,52,Jem
pr11109_85,61,Kommunehospitalet
pr11110_85,42,privatskolen
pr11111_85,23,DR2
pr11113_85,2,opel
pr11113_85,32,Politiken
pr11114_85,26,"Kristeligt, Dagblad"
pr11114_85,32,Dagblad
pr11114_85,56,"Nørre, Jyske, Livregiment"
pr11117_85,40,"Det, Gamle, Testamente"
pr11119_85,33,Himmel
pr11119_85,49,Bibel
pr11120_85,10,Det
pr11120_85,45,FDF
pr11124_85,27,Jesus
pr11124_85,46,Samvirke
pr11128_85,27,Anstalten
pr11129_85,16,DR2
pr11129_85,17,AP
pr11129_85,29,Morten
pr11129_85,68,Folkekirkens
pr11130_85,15,"Helle, Skårup"
pr11130_85,23,"Helle, Skårup"
pr11132_85,24,"Kundera, ."
pr11132_85,30,Milan
pr11133_85,11,Folkekirkens
pr11133_85,34,Ham
pr11135_85,2,DSB
pr11135_85,2,Seven
pr11135_85,7,DSB
pr11135_85,7,"Post, Danmark"
pr11135_85,7,"Danmarks, Radio"
pr11135_85,59,DSB
pr11135_85,59,"Post, Danmark"
pr11135_85,59,"Danmarks, Radio"
pr11142_85,11,Testamente
pr11144_85,12,Påske
pr11144_85,59,Facebook
pr11144_85,62,Påske
pr11147_85,36,Testamente
pr11147_85,43,hvedekorn
pr11149_85,58,Opel
pr11149_85,63,morris
pr11149_85,67,morris
pr11150_85,5,Nordea
pr11150_85,26,Talent
pr11150_85,58,Krone
pr11151_85,30,Venstre
pr11152_85,6,Jyllandsposten
pr11152_85,10,"Østjyllands, politi"
pr11153_85,35,"Herning, Folkeblad"
pr11153_85,36,Kors
pr11153_85,41,"Etisk, Råd"
pr11154_85,47,"Århus, Universitet"
pr11155_85,22,SS
pr11155_85,26,SS
pr11155_85,30,SS
pr11155_85,32,SS
pr11155_85,34,SS
pr11155_85,66,SS
pr11155_85,80,SS
pr11155_85,87,SS
pr11156_85,16,Mediehuset
pr11159_85,5,Netto
pr11159_85,45,katolske
pr11160_85,39,"amerikanske, Tea"
pr11160_85,40,"Dansk, Supermarked"
pr11162_85,3,"Danmarks, Radio"
pr11163_85,12,"franske, kolonistyre"
pr11164_85,4,Folkekirken
pr11164_85,26,Klux
pr11164_85,28,Klux
pr11165_85,8,Ajax
pr11165_85,10,Ajax
pr11165_85,39,Ajax
pr11166_86,1,Det
pr11166_86,10,Det
pr11166_86,10,Det
pr11166_86,10,Testamente
pr11166_86,66,Google
pr11173_86,57,Radio
pr11173_86,85,Politiken
pr11174_86,50,Rige
pr11176_87,1,Påske
pr11177_86,0,Påske
pr11178_87,106,Kristi
pr11180_87,88,"Paradise, Hotel"
pr11182_87,28,"Røde, Kors"
pr11184_87,35,Danske
pr11189_87,33,Testamente
pr11189_87,73,Sl
pr11190_87,15,Påske
pr11190_87,15,Påske
pr11190_87,41,"haute, couture"
pr11191_87,0,Brugsen
pr11191_87,9,Brugsen
pr11191_87,12,Ham
pr11191_87,102,Ham
pr11193_87,7,Påske
pr11193_87,95,Påske
pr11194_87,0,Tivoli
pr11194_87,21,Tivoli
pr11194_87,49,Tivoli
pr11197_87,3,"Lincoln, Memorial"
pr11197_87,3,Washington
pr11198_87,55,Taleban
pr11201_87,13,disney
pr11202_88,38,DDS
pr11202_88,50,Ham
pr11202_88,50,Ham
pr11202_88,50,Ham
pr11202_88,59,DDS
pr11202_88,61,Ham
pr11202_88,62,Ham
pr11202_88,62,Ham
pr11202_88,63,Ham
pr11202_88,64,Ham
pr11202_88,64,Ham
pr11202_88,67,Ham
pr11202_88,81,Ham
pr11202_88,99,Søns
pr11203_88,65,Freja
pr11204_88,25,Ham
pr11204_88,43,Ham
pr11204_88,70,Ham
pr11204_88,77,Ham
pr11204_88,79,Ham
pr11204_88,94,Ham
pr11205_88,25,Ham
pr11205_88,52,Ham
pr11205_88,55,Ham
pr11205_88,83,Ham
pr11205_88,86,Ham
pr11206_88,39,Ham
pr11208_88,47,Ham
pr11209_88,46,Ham
pr11209_88,122,Ham
pr11209_88,122,Ham
pr11210_88,71,Ham
pr11210_88,71,Ham
pr11211_88,9,Ham
pr11211_88,10,Ham
pr11211_88,29,Ham
pr11211_88,40,Ham
pr11211_88,42,Ham
pr11211_88,49,Ham
pr11211_88,69,Ham
pr11213_88,8,Ham
pr11213_88,26,Medarbejderne
pr11213_88,43,Ham
pr11213_88,44,Ham
pr11213_88,60,Ham
pr11213_88,72,Ham
pr11213_88,76,Ham
pr11214_88,17,Ham
pr11214_88,18,Ham
pr11214_88,22,Ham
pr11214_88,30,Ham
pr11214_88,45,Ham
pr11214_88,50,Ham
pr11214_88,53,Ham
pr11214_88,66,Ham
pr11215_88,53,Ham
pr11215_88,54,Ham
pr11215_88,56,Ham
pr11215_88,59,Ham
pr11215_88,72,Ham
pr11215_88,73,Ham
pr11215_88,75,Ham
pr11216_88,26,Ham
pr11216_88,40,Ham
pr11216_88,52,Ham
pr11217_88,15,Ham
pr11217_88,32,”
pr11217_88,35,Ham
pr11217_88,50,Ham
pr11217_88,58,Ham
pr11217_88,63,Ham
pr11217_88,78,Ham
pr11217_88,81,Ham
pr11217_88,87,Ef
pr11218_88,24,Det
pr11218_88,24,Hus
pr11219_88,24,Ham
pr11219_88,24,Ham
pr11219_88,36,Ham
pr11219_88,39,Ham
pr11219_88,43,Ham
pr11219_88,65,Ham
pr11220_88,12,Ham
pr11220_88,39,Ham
pr11220_88,66,Ham
pr11220_88,82,Ham
pr11221_88,11,Ham
pr11221_88,41,Ham
pr11221_88,46,Ham
pr11221_88,79,Ham
pr11222_88,9,Ham
pr11222_88,43,Ham
pr11222_88,43,Ham
pr11222_88,56,Ham
pr11222_88,59,Ham
pr11222_88,69,Ham
pr11223_88,42,Ham
pr11224_88,10,Ham
pr11224_88,60,Ham
pr11224_88,61,Ham
pr11225_88,22,Ham
pr11225_88,67,Ham
pr11226_88,77,Ham
pr11226_88,86,Ham
pr11227_88,38,Ham
pr11227_88,40,Ham
pr11227_88,48,Ham
pr11227_88,74,Ham
pr11228_88,40,Ham
pr11228_88,60,Ham
pr11228_88,67,Ham
pr11229_88,36,Ham
pr11229_88,40,Ham
pr11229_88,86,Ham
pr11229_88,86,Ham
pr11230_88,54,Ham
pr11231_88,18,Ham
pr11231_88,52,Ham
pr11231_88,53,Ham
pr11231_88,54,Ham
pr11231_88,56,Ham
pr11231_88,66,Ham
pr11231_88,68,Ham
pr11231_88,77,Ham
pr11232_88,0,Ham
pr11232_88,17,Ham
pr11232_88,48,Ham
pr11232_88,56,Ham
pr11232_88,62,Ham
pr11232_88,66,Ham
pr11232_88,76,Ham
pr11232_88,77,Ham
pr11232_88,79,Ham
pr11232_88,82,Ham
pr11233_88,32,Ham
pr11233_88,32,Ham
pr11233_88,40,Ham
pr11233_88,61,Ham
pr11233_88,64,Ham
pr11233_88,64,Ham
pr11233_88,71,Ham
pr11233_88,74,Ham
pr11233_88,76,Ham
pr11233_88,79,Ham
pr11234_88,30,Ham
pr11234_88,65,Ham
pr11234_88,68,Ham
pr11234_88,77,Ham
pr11235_88,53,Ham
pr11235_88,56,Ham
pr11235_88,57,Ham
pr11235_88,84,Ham
pr11236_88,21,Ham
pr11236_88,34,Ham
pr11236_88,43,Ham
pr11236_88,50,Ham
pr11236_88,52,Ham
pr11237_88,39,Ham
pr11237_88,39,Ham
pr11237_88,39,Ham
pr11237_88,44,Ham
pr11237_88,57,Ham
pr11237_88,65,Ham
pr11238_88,34,Ham
pr11238_88,45,Ham
pr11238_88,47,Ham
pr11238_88,50,Ham
pr11239_88,32,Ef
pr11240_88,27,Ham
pr11240_88,42,Ham
pr11240_88,79,Sl
pr11241_88,11,AGF
pr11241_88,26,Ham
pr11242_88,13,Ham
pr11242_88,13,Ham
pr11242_88,34,Ham
pr11242_88,40,Ham
pr11243_88,20,Ham
pr11243_88,24,Ham
pr11243_88,24,Ham
pr11243_88,63,Hellige
pr11244_88,14,Ham
pr11244_88,17,Ham
pr11244_88,89,Ham
pr11245_88,8,lotto
pr11245_88,9,lotto
pr11245_88,47,Ham
pr11245_88,55,Ham
pr11245_88,56,Ham
pr11245_88,61,Ham
pr11245_88,62,Ham
pr11245_88,90,Ham
pr11245_88,96,Ham
pr11246_88,32,Ham
pr11246_88,32,Ham
pr11246_88,36,Ham
pr11246_88,63,Ham
pr11246_88,66,Ham
pr11246_88,66,Ham
pr11247_88,25,Ham
pr11247_88,29,Ham
pr11247_88,31,Ham
pr11247_88,43,Ham
pr11247_88,46,Ham
pr11247_88,47,Ham
pr11247_88,58,Ham
pr11247_88,72,Ham
pr11248_88,35,Ham
pr11248_88,48,Ham
pr11249_88,28,Ham
pr11249_88,45,Ham
pr11249_88,53,Ham
pr11249_88,54,Ham
pr11249_88,55,Ham
pr11249_88,60,Ham
pr11249_88,64,Ham
pr11249_88,67,Ham
pr11249_88,67,Ham
pr11249_88,75,Ham
pr11250_88,63,Ham
pr11250_88,72,SS
pr11251_88,28,Ham
pr11251_88,50,Ham
pr11252_88,12,AGF
pr11252_88,12,Brøndby
pr11252_88,50,Ham
pr11252_88,77,folketinget
pr11252_88,84,Ham
pr11252_88,86,Ham
pr11253_88,22,Ham
pr11253_88,33,Ham
pr11253_88,37,Ham
pr11253_88,65,Ham
pr11253_88,68,Folkekirken
pr11253_88,78,Ham
pr11253_88,78,Ham
pr11253_88,84,Ham
pr11253_88,84,Ham
pr11253_88,84,Ham
pr11253_88,87,Ham
pr11253_88,88,Ham
pr11254_88,53,Ham
pr11254_88,61,Ham
pr11255_88,58,Ham
pr11255_88,59,Ham
pr11255_88,59,Ham
pr11255_88,95,De
pr11255_88,100,Ham
pr11256_88,42,Ham
pr11256_88,57,Ham
pr11256_88,64,Ham
pr11257_88,9,Ham
pr11257_88,29,Ham
pr11258_88,53,Ham
pr11258_88,53,Ham
pr11259_88,12,Ham
pr11259_88,44,Ham
pr11260_88,12,Ham
pr11260_88,40,Ham
pr11260_88,42,Ham
pr11260_88,77,Ham
pr11262_88,10,Ham
pr11262_88,12,Ham
pr11262_88,16,Ham
pr11262_88,20,Ham
pr11262_88,40,Ham
pr11262_88,45,Ham
pr11262_88,70,Ham
pr11262_88,71,Ham
pr11263_88,17,Ham
pr11263_88,18,Ham
pr11263_88,44,Ham
pr11263_88,48,Ham
pr11263_88,63,Ham
pr11265_88,76,Ham
pr11265_88,86,Ham
pr11266_88,17,Ham
pr11266_88,37,Ham
pr11266_88,37,Ham
pr11266_88,37,Ham
pr11266_88,66,Ham
pr11266_88,74,Ham
pr11266_88,77,Ham
pr11267_88,2,Ham
pr11267_88,46,Ham
pr11267_88,48,Ham
pr11267_88,48,Ham
pr11267_88,50,Ham
pr11267_88,71,Ham
pr11267_88,72,Ham
pr11268_88,7,Ham
pr11268_88,7,Ham
pr11268_88,10,Ham
pr11268_88,11,Ham
pr11268_88,14,Ham
pr11268_88,14,Ham
pr11268_88,15,Ham
pr11269_88,17,hulker
pr11269_88,21,Ham
pr11269_88,27,Ham
pr11269_88,30,Ham
pr11269_88,43,Ham
pr11269_88,44,Ham
pr11271_88,38,Ham
pr11272_88,11,Ham
pr11272_88,20,Ham
pr11272_88,29,Ham
pr11272_88,39,Ham
pr11272_88,81,Ham
pr11272_88,88,Ham
pr11273_88,25,Ham
pr11273_88,29,Ham
pr11273_88,31,Ham
pr11273_88,32,Ham
pr11273_88,48,Ham
pr11273_88,56,Ham
pr11274_88,34,Ham
pr11274_88,38,Ham
pr11274_88,64,Ham
pr11275_88,20,Ham
pr11275_88,57,Ham
pr11276_88,7,"World, Trade, Center"
pr11276_88,12,evangelist
pr11276_88,17,Ham
pr11276_88,26,Ham
pr11276_88,27,Ham
pr11276_88,42,Ham
pr11276_88,52,Ham
pr11276_88,63,Ham
pr11277_88,18,Ham
pr11277_88,40,co
pr11277_88,51,Ham
pr11277_88,71,Ham
pr11278_88,46,Ham
pr11278_88,65,Ham
pr11278_88,71,Silja
pr11279_88,30,Ham
pr11279_88,75,Ham
pr11280_88,30,GT
pr11280_88,57,jødiske
pr11280_88,67,Ham
pr11281_88,2,Ham
pr11281_88,3,Ham
pr11281_88,100,Ham
pr11282_88,60,Ham
pr11283_88,1,Ham
pr11283_88,9,Ham
pr11283_88,10,Ham
pr11283_88,45,Ham
pr11284_88,18,Ham
pr11284_88,35,co
pr11284_88,51,Ef
pr11284_88,52,volvo
pr11285_88,23,Ham
pr11285_88,24,Ham
pr11285_88,25,Ham
pr11285_88,27,Ham
pr11285_88,58,Ham
pr11285_88,58,Ham
pr11286_88,15,Ham
pr11286_88,18,Ham
pr11286_88,27,Ham
pr11286_88,40,Ham
pr11287_88,7,Ham
pr11287_88,29,Ham
pr11287_88,34,Ham
pr11287_88,35,Ham
pr11288_88,12,Ham
pr11288_88,17,Ham
pr11288_88,39,Ham
pr11288_88,64,Ham
pr11289_88,3,Ham
pr11289_88,3,Ham
pr11289_88,12,Ham
pr11289_88,75,Ham
pr11289_88,78,Ham
pr11290_88,11,Ham
pr11290_88,12,Ham
pr11290_88,16,Ham
pr11290_88,23,Ham
pr11290_88,38,Ham
pr11290_88,40,Ham
pr11291_88,11,Ham
pr11291_88,29,Ham
pr11291_88,29,Ham
pr11291_88,31,Ham
pr11291_88,37,Ham
pr11292_88,29,Ham
pr11292_88,32,Ham
pr11292_88,40,Ham
pr11292_88,46,Ham
pr11292_88,49,Ham
pr11292_88,51,Ham
pr11292_88,61,Ham
pr11293_88,43,Ham
pr11293_88,45,Ham
pr11293_88,51,Ham
pr11293_88,57,Ham
pr11293_88,59,Ham
pr11293_88,63,Ham
pr11293_88,64,Ham
pr11295_88,29,Ham
pr11295_88,33,Ham
pr11295_88,34,Ham
pr11295_88,57,DDS
pr11296_88,32,DDS
pr11296_88,38,Ham
pr11296_88,56,Ham
pr11297_88,58,Ham
pr11297_88,75,Ham
pr11297_88,79,Ham
pr11297_88,79,Ham
pr11297_88,82,Ham
pr11298_88,50,Ham
pr11298_88,78,Ham
pr11299_88,37,Ham
pr11299_88,39,Ham
pr11299_88,45,Ham
pr11299_88,50,Ham
pr11299_88,55,Ham
pr11299_88,56,"Ham, ”"
pr11300_88,33,Sl
pr11300_88,34,Ham
pr11300_88,49,Ham
pr11300_88,58,Ham
pr11300_88,63,Ham
pr11300_88,66,Ham
pr11300_88,70,Ham
pr11300_88,71,Ham
pr11300_88,75,Ham
pr11300_88,84,Ham
pr11300_88,85,Ham
pr11300_88,85,Ham
pr11301_88,21,Ham
pr11301_88,44,Ham
pr11301_88,45,Ham
pr11301_88,56,Sl
pr11301_88,66,Ham
pr11302_88,5,Ham
pr11302_88,24,Ham
pr11302_88,49,Ham
pr11302_88,50,Ham
pr11302_88,56,Ham
pr11302_88,61,Ham
pr11304_88,24,Ham
pr11304_88,24,Ham
pr11304_88,26,Ham
pr11304_88,41,Ham
pr11305_88,3,"Danmarks, Radios"
pr11305_88,19,DR
pr11305_88,51,Ham
pr11306_88,24,Ham
pr11306_88,34,Ham
pr11306_88,44,Ham
pr11306_88,44,Ham
pr11306_88,58,Ham
pr11306_88,83,Ham
pr11306_88,103,Ham
pr11307_88,23,"Manchester, City"
pr11307_88,69,Ham
pr11307_88,78,Ham
pr11308_88,12,Ham
pr11308_88,15,Ham
pr11308_88,28,Ham
pr11308_88,39,Ham
pr11308_88,43,Ham
pr11308_88,72,Ham
pr11309_88,14,Ham
pr11309_88,14,Ham
pr11309_88,16,Ham
pr11309_88,55,Ham
pr11309_88,57,Ham
pr11309_88,64,Ham
pr11309_88,68,Ham
pr11309_88,73,Ham
pr11310_88,40,Ham
pr11310_88,41,Ham
pr11310_88,57,Ham
pr11310_88,71,Ham
pr11310_88,77,Ham
pr11311_88,11,Ham
pr11311_88,19,Ham
pr11311_88,26,Ham
pr11311_88,42,Ham
pr11311_88,51,Ham
pr11312_88,8,Ham
pr11312_88,17,Ham
pr11312_88,35,Ham
pr11312_88,51,Ham
pr11312_88,56,"Det, Hellige"
pr11313_88,61,Ham
pr11315_88,39,Ham
pr11317_88,12,Ham
pr11317_88,22,Ham
pr11317_88,28,Ham
pr11317_88,29,Ham
pr11317_88,30,Ham
pr11317_88,34,Ham
pr11317_88,36,Ham
pr11317_88,36,Ham
pr11317_88,56,Ham
pr11317_88,59,Ham
pr11317_88,64,Ham
pr11318_88,43,Ham
pr11318_88,55,Ham
pr11318_88,56,Ham
pr11318_88,57,Ham
pr11318_88,59,Ham
pr11318_88,59,Ham
pr11318_88,60,Ham
pr11318_88,61,Ham
pr11319_88,9,Ham
pr11319_88,16,Ham
pr11319_88,54,Ham
pr11319_88,68,Ham
pr11319_88,69,Ham
pr11320_88,13,Ham
pr11320_88,30,Ham
pr11320_88,33,Ham
pr11320_88,41,Ham
pr11320_88,47,Ham
pr11320_88,66,Ham
pr11321_88,10,Alliances
pr11321_88,15,Ham
pr11321_88,18,Ham
pr11321_88,18,Ham
pr11321_88,23,Ham
pr11322_88,5,Ham
pr11322_88,20,Ham
pr11322_88,42,Ham
pr11322_88,48,Ham
pr11322_88,50,Ham
pr11322_88,59,Ham
pr11322_88,66,Ham
pr11323_88,44,Ham
pr11323_88,50,Ham
pr11323_88,53,Ham
pr11323_88,64,Ham
pr11323_88,67,Ham
pr11323_88,71,Ham
pr11324_88,2,Politiken
pr11324_88,2,FN
pr11324_88,10,Ham
pr11324_88,20,Ham
pr11324_88,33,Ham
pr11324_88,37,Ham
pr11324_88,72,Ham
pr11324_88,77,Ham
pr11324_88,79,Ham
pr11325_88,29,Ham
pr11326_88,64,Ham
pr11327_88,33,Ham
pr11327_88,56,Ham
pr11328_88,5,Ham
pr11328_88,44,Ham
pr11328_88,61,Ham
pr11329_88,9,Ham
pr11329_88,18,Ham
pr11329_88,64,Ham
pr11329_88,82,Ham
pr11329_88,83,Ham
pr11330_88,17,hvedekorn
pr11330_88,40,Ham
pr11330_88,44,Ham
pr11331_88,7,Ham
pr11331_88,15,hvedekorn
pr11331_88,19,hvedekorn
pr11331_88,61,hvedekorn
pr11331_88,82,Ham
pr11332_88,2,Ham
pr11332_88,15,Ham
